0.0055,9.5039812433845779217215260194306461442446094717664617005442300752601705318321411096e-17
0.00055,4.3767474482357142346725180619620324752335607990753598742064899182968710011539943613e-17
0.000055,1.12672311898450413916811274031048949382527880784960171915846245498261644468308906771e-16
5.500000000000001e-6,2.10780987767246972030394208949265963149435150224660803797130975617772706761833776961e-16
5.5e-7,1.62235082077602937662684353524135799554774906020868313118305112045001358836739864142e-16
5.4999999999999996e-8,1.75637531765768223797210980940472724855990355645675942829007607560167814019887324512e-16
5.5000000000000004e-9,2.04139255343123616739267574831008200019093765085431092027750198062069739746908183406e-16
5.500000000000001e-10,1.8663438464745161997914676518646234686369448129153009527326137586431828363652545023e-16
5.5000000000000004e-11,1.81057740592756707123657465277689884210862486726872047873364969687895421415125586395e-16
5.4999999999999996e-12,2.52985863893310111012430514221409251714131198175201066748266025766584923085179263221e-16
5.5e-13,1.78628199234170287847731452269478330599020990069949318392234634402023543833589098792e-16
5.5e-14,1.30093376889948145469788633513308651158305007759854250420675831548934354670693193381e-16
5.5e-15,8.8415342502780052505033125239649243541334114041664870164733597940522051940462360029e-17
